City,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,visibility,sunrise,sunset,moonphase,conditions,description
Mumbai,14-04-2013,32.1,26.1,28.8,38,26.1,32.3,23.1,72.22,24.1,251.4,,0,3.5,14-04-2013 06:22,14-04-2013 18:55,0.08,Clear,Clear conditions throughout the day.
Mumbai,15-04-2013,31.1,26.1,28.1,33.4,26.1,29.9,21.1,66.75,24.1,247.1,,10.5,3.9,15-04-2013 06:21,15-04-2013 18:56,0.11,Clear,Clear conditions throughout the day.
Mumbai,16-04-2013,30.1,26.1,27.4,32.6,26.1,28.7,20.7,67.29,20.5,240.5,,25.9,4.1,16-04-2013 06:20,16-04-2013 18:56,0.16,Partially cloudy,Partly cloudy throughout the day.
Mumbai,17-04-2013,30.1,26.1,27.5,32.6,26.1,28.9,21,68.04,20.5,238.2,,32.2,4.2,17-04-2013 06:20,17-04-2013 18:56,0.2,Partially cloudy,Partly cloudy throughout the day.
Mumbai,18-04-2013,30.1,26.1,27.9,32.6,26.1,29.7,21,66.39,18.4,231.7,,42.2,4.3,18-04-2013 06:19,18-04-2013 18:56,0.25,Partially cloudy,Partly cloudy throughout the day.
Mumbai,19-04-2013,30.1,27.1,28.1,32.6,29.3,30.7,21.8,68.78,22.3,248.5,,38.6,4.3,19-04-2013 06:18,19-04-2013 18:57,0.3,Partially cloudy,Partly cloudy throughout the day.
Mumbai,20-04-2013,31.1,26.1,28.4,33.8,26.1,30.9,21.8,68.18,20.5,223.3,,40.4,4.7,20-04-2013 06:17,20-04-2013 18:57,0.35,Partially cloudy,Partly cloudy throughout the day.
Mumbai,21-04-2013,31.1,27.1,28.6,34.7,29.3,31.7,22.6,70.3,24.1,240.5,,40,4.6,21-04-2013 06:17,21-04-2013 18:57,0.39,Partially cloudy,Partly cloudy throughout the day.
Mumbai,22-04-2013,31.1,27.1,29.1,35.6,29.7,32.7,23,70.07,20.5,257.4,,29.1,4.5,22-04-2013 06:16,22-04-2013 18:58,0.43,Partially cloudy,Partly cloudy throughout the day.
Mumbai,23-04-2013,31.1,27.1,29.1,36.7,29.3,32.9,23,69.73,22.3,259.5,,25,5,23-04-2013 06:15,23-04-2013 18:58,0.46,Partially cloudy,Partly cloudy throughout the day.
Mumbai,24-04-2013,33.1,27.1,30.1,39.4,30.2,35,24,70.49,22.3,238.7,,13.8,4.4,24-04-2013 06:15,24-04-2013 18:58,0.49,Clear,Clear conditions throughout the day.
Mumbai,25-04-2013,35.1,28.1,32,40.8,30.8,36.3,22.4,58.63,22.3,276.7,,3.8,4.8,25-04-2013 06:14,25-04-2013 18:58,0.5,Clear,Clear conditions throughout the day.
Mumbai,26-04-2013,36.1,29,31.8,40.7,32.1,35,21.2,55.49,24.1,256.1,,0,4,26-04-2013 06:13,26-04-2013 18:59,0.51,Clear,Clear conditions throughout the day.
Mumbai,27-04-2013,37,29,32.6,39.9,30.4,34.5,19.3,47.22,20.5,282.6,,0,4.2,27-04-2013 06:13,27-04-2013 18:59,0.52,Clear,Clear conditions throughout the day.
Mumbai,28-04-2013,35.1,28.1,31.3,39.4,31.4,35.1,22.1,59.11,22.3,273.7,,0,4.4,28-04-2013 06:12,28-04-2013 18:59,0.55,Clear,Clear conditions throughout the day.
Mumbai,29-04-2013,34.1,29,30.6,39.5,32.9,35,23.1,64.97,24.1,281.2,,5.5,4.5,29-04-2013 06:12,29-04-2013 19:00,0.6,Clear,Clear conditions throughout the day.
Mumbai,30-04-2013,33.1,28.1,30.5,40.7,32.1,35.8,24.1,69.46,25.9,301,,9.1,5,30-04-2013 06:11,30-04-2013 19:00,0.65,Clear,Clear conditions throughout the day.
Mumbai,01-05-2013,34.1,29,30.8,42.3,33.7,36.7,24.4,69.2,18.4,254.8,,11.8,4.7,01-05-2013 06:10,01-05-2013 19:00,0.7,Clear,Clear conditions throughout the day.
Mumbai,02-05-2013,33.1,28.1,30.3,38,32.1,34.9,23.6,68.27,22.3,251.4,,0,4.3,02-05-2013 06:10,02-05-2013 19:01,0.76,Clear,Clear conditions throughout the day.
Mumbai,03-05-2013,31.1,27.1,29.1,36.7,30.2,33.4,23.8,73.67,22.3,238.2,,35.4,4.3,03-05-2013 06:09,03-05-2013 19:01,0.81,Partially cloudy,Partly cloudy throughout the day.
Mumbai,04-05-2013,31.1,28.1,29.4,36.7,32.1,34.4,24.2,74.01,18.4,248.3,,50,4.4,04-05-2013 06:09,04-05-2013 19:01,0.86,Partially cloudy,Partly cloudy throughout the day.
Mumbai,05-05-2013,32.1,28.1,29.8,38,31.4,34.7,23.9,70.75,25.9,269.5,,38.3,4.8,05-05-2013 06:08,05-05-2013 19:02,0.91,Partially cloudy,Partly cloudy throughout the day.
Mumbai,06-05-2013,32.1,28.1,29.7,36.9,30.8,33.8,23.1,68.21,20.5,270.5,,33.5,4.3,06-05-2013 06:08,06-05-2013 19:02,0.94,Partially cloudy,Partly cloudy throughout the day.
Mumbai,07-05-2013,31.1,28.1,29.6,36.7,32.1,34.1,23.8,71.35,22.3,267.2,,35.8,4.7,07-05-2013 06:07,07-05-2013 19:02,0.97,Partially cloudy,Partly cloudy throughout the day.
Mumbai,08-05-2013,32.1,28.1,29.6,38,31.4,34.1,23.6,70.23,20.5,263.8,,35,4.6,08-05-2013 06:07,08-05-2013 19:03,0.99,Partially cloudy,Partly cloudy throughout the day.
Mumbai,09-05-2013,31.1,28.1,29.6,36.7,32.1,34.6,24.1,72.55,22.3,260.5,,40.4,4.4,09-05-2013 06:06,09-05-2013 19:03,1,Partially cloudy,Partly cloudy throughout the day.
Mumbai,10-05-2013,32.1,28.1,29.8,38,32.1,34.6,23.8,70.79,25.9,258.2,,30,4.9,10-05-2013 06:06,10-05-2013 19:04,0,Partially cloudy,Partly cloudy throughout the day.
Mumbai,11-05-2013,32.1,28.1,30,38,32.1,34.9,23.9,70.33,22.3,267.8,,34.1,5.3,11-05-2013 06:05,11-05-2013 19:04,0.01,Partially cloudy,Partly cloudy throughout the day.
Mumbai,12-05-2013,32.1,28.1,30.1,38,32.1,35.2,23.9,69.62,20.5,259,,43.6,4.9,12-05-2013 06:05,12-05-2013 19:04,0.03,Partially cloudy,Partly cloudy throughout the day.
Mumbai,13-05-2013,32.1,28.1,29.9,36.9,31.4,34.4,23.4,68.37,20.5,267.1,,39.2,4.8,13-05-2013 06:05,13-05-2013 19:05,0.05,Partially cloudy,Partly cloudy throughout the day.
Mumbai,14-05-2013,32.1,28.1,29.7,35.9,31.4,33.9,23.2,68.4,22.3,279.2,,45,6.1,14-05-2013 06:04,14-05-2013 19:05,0.09,Partially cloudy,Partly cloudy throughout the day.
Mumbai,15-05-2013,32.1,29,29.9,36.9,32.9,34.4,23.4,68.41,22.3,269.6,,40.8,6.6,15-05-2013 06:04,15-05-2013 19:05,0.12,Partially cloudy,Partly cloudy throughout the day.
Mumbai,16-05-2013,32.1,28.1,30,38,31.4,34.3,23.2,67.35,22.3,235.7,,44.8,6.3,16-05-2013 06:03,16-05-2013 19:06,0.17,Partially cloudy,Partly cloudy throughout the day.
Mumbai,17-05-2013,32.1,28.1,29.9,36.9,31.4,34.2,23.3,67.95,22.3,245.2,,41.3,6.2,17-05-2013 06:03,17-05-2013 19:06,0.22,Partially cloudy,Partly cloudy throughout the day.
Mumbai,18-05-2013,32.1,29,29.9,36.9,32.9,34.6,23.7,69.77,22.3,264.8,,46.5,5.8,18-05-2013 06:03,18-05-2013 19:07,0.27,Partially cloudy,Partly cloudy throughout the day.
Mumbai,19-05-2013,32.1,29,30.1,38,33.7,35.1,23.8,69.24,24.1,259.5,,50.9,5.5,19-05-2013 06:03,19-05-2013 19:07,0.32,Partially cloudy,Partly cloudy throughout the day.
Mumbai,20-05-2013,32.1,29,30.5,39.3,33.7,36.6,24.7,71.26,20.5,262.7,,49.1,5.8,20-05-2013 06:02,20-05-2013 19:07,0.37,Partially cloudy,Partly cloudy throughout the day.
Mumbai,21-05-2013,32.1,29,30.5,38,33.7,35.6,23.9,68.57,20.5,242.5,,44.2,5.8,21-05-2013 06:02,21-05-2013 19:08,0.41,Partially cloudy,Partly cloudy throughout the day.
Mumbai,22-05-2013,32.1,29,30.5,38,33.7,36,24.3,69.84,22.3,254.3,,40,5.8,22-05-2013 06:02,22-05-2013 19:08,0.45,Partially cloudy,Partly cloudy throughout the day.
Mumbai,23-05-2013,33.1,29,30.5,39.4,33.7,35.7,24,68.82,22.3,254.6,,39.2,6.3,23-05-2013 06:02,23-05-2013 19:08,0.48,Partially cloudy,Partly cloudy throughout the day.
Mumbai,24-05-2013,33.1,29,30.8,38.2,33.7,36.5,24.2,68.3,22.3,249.1,,44.5,6,24-05-2013 06:01,24-05-2013 19:09,0.5,Partially cloudy,Partly cloudy throughout the day.
Mumbai,25-05-2013,33.1,30.1,31,40.7,36.3,37.7,25,70.44,24.1,248.3,,48.3,6.5,25-05-2013 06:01,25-05-2013 19:09,0.5,Partially cloudy,Partly cloudy throughout the day.
Mumbai,26-05-2013,33.1,30.1,31.2,40.7,35.2,37.6,24.7,68.82,20.5,240.9,,41.3,6,26-05-2013 06:01,26-05-2013 19:10,0.52,Partially cloudy,Partly cloudy throughout the day.
Mumbai,27-05-2013,33.1,30.1,31.2,40.7,36.3,37.9,24.9,69.36,22.3,249.5,,40.5,6,27-05-2013 06:01,27-05-2013 19:10,0.54,Partially cloudy,Partly cloudy throughout the day.
Mumbai,28-05-2013,33.1,30.1,31.4,40.7,36.3,38.4,25.1,69.74,22.3,262.6,,40.4,6,28-05-2013 06:01,28-05-2013 19:10,0.58,Partially cloudy,Partly cloudy throughout the day.
Mumbai,29-05-2013,33.1,30.1,31.3,40.8,36.3,38,24.9,69.45,25.9,279.6,,49.2,5.6,29-05-2013 06:00,29-05-2013 19:11,0.63,Partially cloudy,Partly cloudy throughout the day.
Mumbai,30-05-2013,33.1,29,30.8,39.4,33.7,36.5,24.2,67.92,24.1,283.9,,50,4.9,30-05-2013 06:00,30-05-2013 19:11,0.68,Partially cloudy,Partly cloudy throughout the day.
Mumbai,31-05-2013,33.1,30.1,31.2,40.7,35.2,37.2,24.4,67.81,24.1,286.2,,37.6,5,31-05-2013 06:00,31-05-2013 19:12,0.74,Partially cloudy,Partly cloudy throughout the day.
Mumbai,01-06-2013,33.1,30.1,31.1,39.4,35.2,36.2,23.7,65.16,22.3,277.4,,37,5.9,01-06-2013 06:00,01-06-2013 19:12,0.79,Partially cloudy,Partly cloudy throughout the day.
Mumbai,02-06-2013,33.1,29,30.9,39.3,33.7,36.4,24.1,67.17,24.1,221.6,,43.8,5.9,02-06-2013 06:00,02-06-2013 19:12,0.84,Partially cloudy,Partly cloudy throughout the day.
Mumbai,03-06-2013,33.1,26.1,29.2,39.4,26.1,33.3,23.6,72.31,18.4,169.4,,78.9,4.2,03-06-2013 06:00,03-06-2013 19:13,0.89,Partially cloudy,Partly cloudy throughout the day.
Mumbai,04-06-2013,33.1,27.1,29.4,39.4,30.2,34.1,24.2,74.4,22.3,190.4,,75,4.4,04-06-2013 06:00,04-06-2013 19:13,0.93,Partially cloudy,Partly cloudy throughout the day.
Mumbai,05-06-2013,32.1,28.1,30.5,39.3,33.7,36.9,25,72.79,22.3,219,,63.3,3.8,05-06-2013 06:00,05-06-2013 19:13,0.96,Partially cloudy,Partly cloudy throughout the day.
Mumbai,06-06-2013,33.1,29,31,40.7,34.7,37.5,24.9,70.13,20.5,255.2,,62.2,4.7,06-06-2013 06:00,06-06-2013 19:14,0.98,Partially cloudy,Partly cloudy throughout the day.
Mumbai,07-06-2013,33.1,27.1,29.7,44,30.8,36.7,26,80.88,18.4,187.7,,90,3.3,07-06-2013 06:00,07-06-2013 19:14,1,Partially cloudy,Partly cloudy throughout the day.
Mumbai,08-06-2013,31.1,26.1,28.4,37.9,26.1,32.3,24.9,82.01,22.3,166.1,,80,3.9,08-06-2013 06:00,08-06-2013 19:14,1,Partially cloudy,Partly cloudy throughout the day.
Mumbai,09-06-2013,27.1,25.1,26.5,32,25.1,28.4,25.6,95.35,22.3,190,,92.9,2.1,09-06-2013 06:00,09-06-2013 19:15,0,Overcast,Cloudy skies throughout the day.
Mumbai,10-06-2013,28.1,25.1,26.8,33.7,25.1,30.2,25.5,92.62,18.4,164.4,,96.3,2.4,10-06-2013 06:00,10-06-2013 19:15,0.02,Overcast,Cloudy skies throughout the day.
Mumbai,11-06-2013,32.1,27.1,29.3,40.8,30.8,36,26,82.81,27.7,203.9,,90.6,2.6,11-06-2013 06:00,11-06-2013 19:15,0.04,Overcast,Cloudy skies throughout the day.
Mumbai,12-06-2013,30.1,26.1,28.5,37.6,26.1,33.5,25.1,81.87,24.1,207.4,,79.1,2.6,12-06-2013 06:00,12-06-2013 19:16,0.06,Partially cloudy,Partly cloudy throughout the day.
Mumbai,13-06-2013,30.1,27.1,28.3,37.6,30.2,33.6,25.5,85.15,24.1,191.8,,93.6,2.5,13-06-2013 06:00,13-06-2013 19:16,0.1,Overcast,Cloudy skies throughout the day.
Mumbai,14-06-2013,29,25.1,27.1,37,25.1,30.4,25.4,90.66,22.3,217.2,,96,2.4,14-06-2013 06:01,14-06-2013 19:16,0.14,Overcast,Cloudy skies throughout the day.
Mumbai,15-06-2013,29,26.1,27.2,35.8,26.1,31.1,25.7,91.72,18.4,186.3,,94.4,2.3,15-06-2013 06:01,15-06-2013 19:17,0.19,Overcast,Cloudy skies throughout the day.
Mumbai,16-06-2013,28.1,25.1,26.5,34.7,25.1,29.2,26.1,97.55,22.3,231,,99.5,2,16-06-2013 06:01,16-06-2013 19:17,0.24,Overcast,Cloudy skies throughout the day.
Mumbai,17-06-2013,29,26.1,27,34.7,26.1,30.1,26,94.44,24.1,224.3,,95.7,3.2,17-06-2013 06:01,17-06-2013 19:17,0.29,Overcast,Cloudy skies throughout the day.
Mumbai,18-06-2013,28.1,26.1,26.6,34.7,26.1,28.4,26,96.58,18.4,206.7,,96,2.3,18-06-2013 06:01,18-06-2013 19:17,0.34,Overcast,Cloudy skies throughout the day.
Mumbai,19-06-2013,31.1,26.1,27.8,37.9,26.1,31.2,25.1,85.91,25.9,177.5,,88.6,3.4,19-06-2013 06:01,19-06-2013 19:18,0.39,Partially cloudy,Partly cloudy throughout the day.
Mumbai,20-06-2013,30.1,26.1,28.1,37.6,26.1,33,25.6,86.5,25.9,192.9,,68.1,2.8,20-06-2013 06:02,20-06-2013 19:18,0.44,Partially cloudy,Partly cloudy throughout the day.
Mumbai,21-06-2013,31.1,27.1,28.8,39.3,31.4,34.4,25.4,82.51,22.3,220,,88.3,2.7,21-06-2013 06:02,21-06-2013 19:18,0.47,Partially cloudy,Partly cloudy throughout the day.
Mumbai,22-06-2013,32.1,28.1,29.6,39.3,32.8,35.7,25.2,77.22,22.3,246.8,,71.1,2.7,22-06-2013 06:02,22-06-2013 19:18,0.49,Partially cloudy,Partly cloudy throughout the day.
Mumbai,23-06-2013,30.1,27.1,28.6,36.3,30.2,33.4,24.7,79.94,22.3,225.5,,69,2.8,23-06-2013 06:02,23-06-2013 19:18,0.5,Partially cloudy,Partly cloudy throughout the day.
Mumbai,24-06-2013,29,25.1,26.5,35.8,25.1,28.5,25.3,93.26,20.5,181.3,,92.6,2.6,24-06-2013 06:03,24-06-2013 19:19,0.51,Overcast,Cloudy skies throughout the day.
Mumbai,25-06-2013,29,25.1,27.2,34.7,25.1,30.7,25.3,89.35,16.6,201,,95,2.5,25-06-2013 06:03,25-06-2013 19:19,0.53,Overcast,Cloudy skies throughout the day.
Mumbai,26-06-2013,30.1,26.1,27.8,39,26.1,32.1,25.7,88.84,24.1,208.6,,93,2.7,26-06-2013 06:03,26-06-2013 19:19,0.57,Overcast,Cloudy skies throughout the day.
Mumbai,27-06-2013,30.1,27.1,28.5,37.6,30.2,34,25.4,83.28,24.1,231.8,,88.6,3.4,27-06-2013 06:03,27-06-2013 19:19,0.61,Partially cloudy,Partly cloudy throughout the day.
Mumbai,28-06-2013,31.1,27.1,28.5,39.3,30.8,33.6,25,81.56,40.7,222,,91.5,2.8,28-06-2013 06:04,28-06-2013 19:19,0.66,Overcast,Cloudy skies throughout the day.
Mumbai,29-06-2013,30.1,27.1,28.4,37.6,30.8,33.4,25,81.99,31.7,223,,80.5,3.5,29-06-2013 06:04,29-06-2013 19:19,0.72,Partially cloudy,Partly cloudy throughout the day.
Mumbai,30-06-2013,30.1,26.1,28.1,36.3,26.1,32.4,24.9,83.25,27.7,228.9,,79.5,3.4,30-06-2013 06:04,30-06-2013 19:19,0.77,Partially cloudy,Partly cloudy throughout the day.
Chennai,01-04-2013,34.1,25.1,29.6,40.7,25.1,34.5,24.7,76.45,25.9,171.4,,40.4,6.4,01-04-2013 06:05,01-04-2013 18:20,0.66,Partially cloudy,Partly cloudy throughout the day.
Chennai,02-04-2013,33.1,27.1,29.8,40.7,30.8,35.6,25,76.22,27.7,151.8,,36.1,6.3,02-04-2013 06:04,02-04-2013 18:20,0.71,Partially cloudy,Partly cloudy throughout the day.
Chennai,03-04-2013,33.1,26.1,29.1,39.4,26.1,32.8,23.7,73.77,25.9,144.2,,32,5.9,03-04-2013 06:03,03-04-2013 18:20,0.77,Partially cloudy,Partly cloudy throughout the day.
Chennai,04-04-2013,35.1,24.1,29.4,40.7,24.1,33.3,23.7,73.34,24.1,163.7,,27.4,5.9,04-04-2013 06:03,04-04-2013 18:20,0.83,Partially cloudy,Partly cloudy throughout the day.
Chennai,05-04-2013,38.1,27.1,31.2,42.1,30.2,35.9,23.4,66.57,25.9,189.1,,33.9,6.2,05-04-2013 06:02,05-04-2013 18:20,0.88,Partially cloudy,Partly cloudy throughout the day.
Chennai,06-04-2013,38.1,28.1,31,44.8,32.1,36.4,24.1,68.56,27.7,172.6,,26.1,6.7,06-04-2013 06:01,06-04-2013 18:20,0.92,Partially cloudy,Partly cloudy throughout the day.
Chennai,07-04-2013,37.1,28.1,31.1,43.3,33.7,37,24.6,70.35,25.9,179.2,,25.8,6.2,07-04-2013 06:01,07-04-2013 18:20,0.96,Partially cloudy,Partly cloudy throughout the day.
Chennai,08-04-2013,36.1,28.1,30.7,42.1,33.7,36.9,25.1,73.35,24.1,171.4,,35.2,6.5,08-04-2013 06:00,08-04-2013 18:21,0.99,Partially cloudy,Partly cloudy throughout the day.
Chennai,09-04-2013,35.1,27.1,30.6,40.8,31.4,36.4,24.8,72.84,22.3,167.6,,36.2,6.4,09-04-2013 05:59,09-04-2013 18:21,1,Partially cloudy,Partly cloudy throughout the day.
Chennai,10-04-2013,34.1,27.1,30,40.7,30.8,34.5,23.9,71.46,25.9,167.3,,26.4,6.6,10-04-2013 05:59,10-04-2013 18:21,0,Partially cloudy,Partly cloudy throughout the day.
Chennai,11-04-2013,34.1,24.1,29.3,39.5,24.1,32.6,23.2,71.65,27.7,175.7,,34.3,6.6,11-04-2013 05:58,11-04-2013 18:21,0.01,Partially cloudy,Partly cloudy throughout the day.
Chennai,12-04-2013,35.1,26.1,30.3,38.7,26.1,33.7,23,67.01,24.1,142.9,,31.4,6.7,12-04-2013 05:58,12-04-2013 18:21,0.02,Partially cloudy,Partly cloudy throughout the day.
Chennai,13-04-2013,34.1,26.1,30.3,40.7,26.1,35,24.1,70.72,24.1,155.5,,40,6.8,13-04-2013 05:57,13-04-2013 18:21,0.05,Partially cloudy,Partly cloudy throughout the day.
Chennai,14-04-2013,35.1,28.1,30.8,42,32.1,36.8,24.6,70.6,27.7,156.5,,45.8,6.5,14-04-2013 05:56,14-04-2013 18:21,0.08,Partially cloudy,Partly cloudy throughout the day.
Chennai,15-04-2013,36.1,28.1,31.4,42.1,32.8,37.1,24.2,67.02,24.1,171.7,,38.3,6.5,15-04-2013 05:56,15-04-2013 18:21,0.11,Partially cloudy,Partly cloudy throughout the day.
Chennai,16-04-2013,38.1,29.1,32.1,43.3,34.7,38.1,24.2,65.6,24.1,181.4,1007.1,35.2,6.2,16-04-2013 05:55,16-04-2013 18:21,0.16,Partially cloudy,Partly cloudy throughout the day.
Chennai,17-04-2013,37.1,29.1,31.9,47.8,34.7,39.5,25.4,69.69,25.9,180,,33.6,6.1,17-04-2013 05:55,17-04-2013 18:21,0.2,Partially cloudy,Partly cloudy throughout the day.
Chennai,18-04-2013,37.1,29.1,31.9,46.1,33.7,38.2,24.5,66,27.7,182.5,,41.7,5.9,18-04-2013 05:54,18-04-2013 18:22,0.25,Partially cloudy,Partly cloudy throughout the day.
Chennai,19-04-2013,36.1,28.1,31.1,43.3,31.4,36,23.5,65.31,27.7,167.6,,37.6,5.9,19-04-2013 05:53,19-04-2013 18:22,0.3,Partially cloudy,Partly cloudy throughout the day.
Chennai,20-04-2013,36.1,26.1,30.8,39.9,26.1,34.8,23,65.05,27.7,176.1,,41.3,6.1,20-04-2013 05:53,20-04-2013 18:22,0.35,Partially cloudy,Partly cloudy throughout the day.
Chennai,21-04-2013,35.1,28.1,30.7,40.8,32.1,36.2,24.2,69.04,22.3,154.8,,45.7,6.9,21-04-2013 05:52,21-04-2013 18:22,0.39,Partially cloudy,Partly cloudy throughout the day.
Chennai,22-04-2013,35.1,28.1,30.8,40.8,32.8,36.4,24.3,69.09,25.9,166.3,,48.3,6.3,22-04-2013 05:52,22-04-2013 18:22,0.43,Partially cloudy,Partly cloudy throughout the day.
Chennai,23-04-2013,35.1,28.1,30.5,40.8,33.7,36.4,24.7,72.12,24.1,164.1,,47.3,5.9,23-04-2013 05:51,23-04-2013 18:22,0.46,Partially cloudy,Partly cloudy throughout the day.
Chennai,24-04-2013,34.1,26.1,29.9,38.4,26.1,35.3,24.6,74.35,24.1,162.7,,55,5.6,24-04-2013 05:51,24-04-2013 18:22,0.49,Partially cloudy,Partly cloudy throughout the day.
Chennai,25-04-2013,35.1,27.1,30.3,40.8,30.8,35.8,24.5,72.04,22.3,149.5,,42.5,6.8,25-04-2013 05:50,25-04-2013 18:23,0.5,Partially cloudy,Partly cloudy throughout the day.
Chennai,26-04-2013,34.1,27.1,30.3,40.7,30.2,35.4,24.2,71.1,27.7,165,,41.7,6.3,26-04-2013 05:50,26-04-2013 18:23,0.51,Partially cloudy,Partly cloudy throughout the day.
Chennai,27-04-2013,35.1,27.1,30.7,40.8,30.2,35.3,23.6,67.05,22.3,162.3,,38.7,6.5,27-04-2013 05:49,27-04-2013 18:23,0.52,Partially cloudy,Partly cloudy throughout the day.
Chennai,28-04-2013,38.1,28.1,31.8,43.5,32.1,37,23.6,64.07,24.1,176.7,,32.5,6.7,28-04-2013 05:49,28-04-2013 18:23,0.55,Partially cloudy,Partly cloudy throughout the day.
Chennai,29-04-2013,37.1,28.1,31.6,43.3,32.1,37.5,24.3,66.95,25.9,158.3,,34.2,6.5,29-04-2013 05:48,29-04-2013 18:23,0.6,Partially cloudy,Partly cloudy throughout the day.
Chennai,30-04-2013,35.1,27.1,30.8,43.5,30.8,36.9,24.8,71.78,25.9,160.5,,28.8,6.3,30-04-2013 05:48,30-04-2013 18:23,0.65,Partially cloudy,Partly cloudy throughout the day.
Chennai,01-05-2013,36.1,27.1,31.1,42.1,30.2,36.5,24.1,67.81,24.1,164.3,,39.6,6.8,01-05-2013 05:48,01-05-2013 18:24,0.7,Partially cloudy,Partly cloudy throughout the day.
Chennai,02-05-2013,36.1,27.1,31.1,43.3,30.8,36.5,24.2,68.47,18.4,176.8,,32.5,7.2,02-05-2013 05:47,02-05-2013 18:24,0.76,Partially cloudy,Partly cloudy throughout the day.
Chennai,03-05-2013,38.1,28.1,31.9,46,32.8,38.7,25,68.36,25.9,182.9,,23.3,6.5,03-05-2013 05:47,03-05-2013 18:24,0.81,Partially cloudy,Partly cloudy throughout the day.
Chennai,04-05-2013,37.1,29.1,31.8,44.7,34.7,38.8,25.1,69.03,25.9,168.3,,23.3,6.7,04-05-2013 05:46,04-05-2013 18:24,0.86,Partially cloudy,Partly cloudy throughout the day.
Chennai,05-05-2013,37.1,29.1,31.7,43.4,34.7,38.2,24.8,68.93,29.5,169.1,,39.1,6.8,05-05-2013 05:46,05-05-2013 18:24,0.91,Partially cloudy,Partly cloudy throughout the day.
Chennai,06-05-2013,34.1,29.1,31,42.1,34.7,37.4,24.8,70.73,24.1,154.6,,37.5,6.7,06-05-2013 05:46,06-05-2013 18:25,0.94,Partially cloudy,Partly cloudy throughout the day.
Chennai,07-05-2013,35.1,27.1,31.2,43.5,30.8,37.5,24.8,70.07,25.9,166.2,,37.5,6.9,07-05-2013 05:45,07-05-2013 18:25,0.97,Partially cloudy,Partly cloudy throughout the day.
Chennai,08-05-2013,37.1,29.1,32.4,44.7,34.7,39.2,24.7,65.42,25.9,171.7,,32.1,6.7,08-05-2013 05:45,08-05-2013 18:25,0.99,Partially cloudy,Partly cloudy throughout the day.
Chennai,09-05-2013,37.1,29.1,32.3,47.8,34.7,40.3,25.6,69.24,22.3,166.3,,29.2,6.5,09-05-2013 05:45,09-05-2013 18:25,1,Partially cloudy,Partly cloudy throughout the day.
Chennai,10-05-2013,37.1,29.1,32.6,47.8,34.7,40.5,25.4,67.32,24.1,169.6,,34.2,6.2,10-05-2013 05:44,10-05-2013 18:25,0,Partially cloudy,Partly cloudy throughout the day.
Chennai,11-05-2013,40.1,29.1,32.7,46.1,35.8,40.3,25.3,67.18,25.9,176.1,,31.7,6.3,11-05-2013 05:44,11-05-2013 18:26,0.01,Partially cloudy,Partly cloudy throughout the day.
Chennai,12-05-2013,39.1,29.1,33.1,43.5,33.8,39,23.5,59.68,18.4,184.5,,37.5,6.2,12-05-2013 05:44,12-05-2013 18:26,0.03,Partially cloudy,Partly cloudy throughout the day.
Chennai,13-05-2013,34.1,24.1,29.4,38.4,24.1,32.7,23.1,70.23,22.3,191.8,,90.9,5.2,13-05-2013 05:43,13-05-2013 18:26,0.05,Overcast,Cloudy skies throughout the day.
Chennai,14-05-2013,36.1,28.1,31.2,42.1,32.1,36.4,23.7,65.82,18.4,212.9,,90,5.4,14-05-2013 05:43,14-05-2013 18:26,0.09,Partially cloudy,Partly cloudy throughout the day.
Chennai,15-05-2013,38.1,28.1,32,42.4,33.7,38.2,24.4,67.35,22.3,186.5,,50.9,5.3,15-05-2013 05:43,15-05-2013 18:27,0.12,Partially cloudy,Partly cloudy throughout the day.
Chennai,16-05-2013,40.1,29.1,33.1,41,31.4,36.8,21.4,53.37,22.3,208.6,,50.4,6.3,16-05-2013 05:43,16-05-2013 18:27,0.17,Partially cloudy,Clearing in the afternoon.
Chennai,17-05-2013,38.1,28.1,31.9,47.5,31.4,37.7,24.1,65.09,20.5,176.3,,20,6,17-05-2013 05:42,17-05-2013 18:27,0.22,Clear,Partly cloudy throughout the day.
Chennai,18-05-2013,36.1,28.1,31.4,46.4,32.1,38,24.9,69.81,22.3,173.5,,31.7,5.9,18-05-2013 05:42,18-05-2013 18:27,0.27,Partially cloudy,Partly cloudy throughout the day.
Chennai,19-05-2013,36.1,28.1,31.3,45.1,32.1,37.4,24.6,68.39,27.7,170,,35.4,6.5,19-05-2013 05:42,19-05-2013 18:28,0.32,Partially cloudy,Partly cloudy throughout the day.
Chennai,20-05-2013,36.1,28.1,31.1,43.5,31.4,36.7,24.1,67.04,24.1,179.1,,29.6,6.7,20-05-2013 05:42,20-05-2013 18:28,0.37,Partially cloudy,Partly cloudy throughout the day.
Chennai,21-05-2013,37.1,28.1,31.3,43.3,32.1,36.7,23.9,66.51,25.9,185.7,,10.4,6,21-05-2013 05:42,21-05-2013 18:28,0.41,Clear,Clear conditions throughout the day.
Chennai,22-05-2013,41.1,28.1,32.2,47.3,31.4,37.5,23.5,62.12,27.7,190.8,,20,6.5,22-05-2013 05:42,22-05-2013 18:29,0.45,Clear,Partly cloudy throughout the day.
